,Treehole.Number,Order,Family,Sub.family,Genus,species,status,size,abundance
1025,41,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,12,1
1026,41,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,6,1
1027,41,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,10,1
1028,42,Diptera,Ceratopogonidae,Ceratopogoninae,Culicoides?,Ceratopogonid.A,alive,unknown,0
1029,42,Diptera,Ceratopogonidae,Ceratopogoninae,Culicoides?,Ceratopogonid.B,alive,unknown,0
1030,42,Diptera,Ceratopogonidae,Ceratopogoninae,Culicoides?,Ceratopogonid.C,alive,unknown,0
1031,42,Diptera,Empididae,Empididae,Empidid,Empidid.A,unknown,unknown,1
1032,43,Diptera,Ceratopogonidae,Ceratopogoninae,Culicoides?,Ceratopogonid.A,alive,unknown,113
1033,43,Diptera,Ceratopogonidae,Ceratopogoninae,Culicoides?,Ceratopogonid.B,alive,unknown,0
1034,43,Diptera,Ceratopogonidae,Ceratopogoninae,Culicoides?,Ceratopogonid.C,alive,unknown,0
1035,43,Diptera,Ceratopogonidae,NA,NA,Pupa.A,alive,3,9
1036,43,Diptera,Ceratopogonidae,NA,NA,Pupa.B,alive,3,7
1037,43,Diptera,Ceratopogonidae,NA,NA,Pupa.C,alive,3,0
1038,43,Diptera,Ceratopogonidae,NA,NA,Pupa.D,alive,3,0
1039,44,Diptera,Ceratopogonidae,Ceratopogoninae,Culicoides?,Ceratopogonid.A,alive,unknown,3
1040,44,Diptera,Ceratopogonidae,Ceratopogoninae,Culicoides?,Ceratopogonid.B,alive,unknown,0
1041,44,Diptera,Ceratopogonidae,Ceratopogoninae,Culicoides?,Ceratopogonid.C,alive,unknown,0
1042,44,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,14,1
1043,44,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,8,1
1044,44,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,13,1
1045,44,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,8,1
1046,44,Diptera,Syrphida,NA,NA,Syrphid.A,alive,9,1
1047,45,Diptera,Ceratopogonidae,Ceratopogoninae,Culicoides?,Ceratopogonid.A,alive,unknown,147
1048,45,Diptera,Ceratopogonidae,Ceratopogoninae,Culicoides?,Ceratopogonid.B,alive,unknown,0
1049,45,Diptera,Ceratopogonidae,Ceratopogoninae,Culicoides?,Ceratopogonid.C,alive,unknown,0
1050,45,Diptera,Ceratopogonidae,NA,NA,Pupa.A,dead,4,1
1051,45,Diptera,Ceratopogonidae,NA,NA,Pupa.B,dead,4,0
1052,45,Diptera,Ceratopogonidae,NA,NA,Pupa.C,dead,4,0
1053,45,Diptera,Ceratopogonidae,NA,NA,Pupa.D,dead,4,0
1054,45,Diptera,Ceratopogonidae,NA,NA,Pupa.A,dead,2,1
1055,45,Diptera,Ceratopogonidae,NA,NA,Pupa.B,dead,2,4
1056,45,Diptera,Ceratopogonidae,NA,NA,Pupa.C,dead,2,0
1057,45,Diptera,Ceratopogonidae,NA,NA,Pupa.D,dead,2,0
1058,45,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,8,1
1059,45,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,8,1
1060,45,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,7,1
1061,45,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,8,1
1062,46,Diptera,Ceratopogonidae,Ceratopogoninae,Culicoides?,Ceratopogonid.A,alive,unknown,1
1063,46,Diptera,Ceratopogonidae,Ceratopogoninae,Culicoides?,Ceratopogonid.B,alive,unknown,0
1064,46,Diptera,Ceratopogonidae,Ceratopogoninae,Culicoides?,Ceratopogonid.C,alive,unknown,0
1065,46,Diptera,Syrphida,NA,Eristalis,Syrphid.A,dead,7,1
1066,46,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,4,1
1067,47,Diptera,Ceratopogonidae,Ceratopogoninae,Culicoides?,Ceratopogonid.A,alive,unknown,425
1068,47,Diptera,Ceratopogonidae,Ceratopogoninae,Culicoides?,Ceratopogonid.B,alive,unknown,0
1069,47,Diptera,Ceratopogonidae,Ceratopogoninae,Culicoides?,Ceratopogonid.C,alive,unknown,0
1070,47,Diptera,Ceratopogonidae,NA,NA,Pupa.A,alive,2.5,0
1071,47,Diptera,Ceratopogonidae,NA,NA,Pupa.B,alive,2.5,2
1072,47,Diptera,Ceratopogonidae,NA,NA,Pupa.C,alive,2.5,0
1073,47,Diptera,Ceratopogonidae,NA,NA,Pupa.D,alive,2.5,0
1074,47,Diptera,Ceratopogonidae,NA,NA,Pupa.A,alive,3,2
1075,47,Diptera,Ceratopogonidae,NA,NA,Pupa.B,alive,3,2
1076,47,Diptera,Ceratopogonidae,NA,NA,Pupa.C,alive,3,0
1077,47,Diptera,Ceratopogonidae,NA,NA,Pupa.D,alive,3,0
1078,47,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,10,1
1079,47,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,12,1
1080,48,Diptera,Ceratopogonidae,Ceratopogoninae,Culicoides?,Ceratopogonid.A,alive,unknown,35
1081,48,Diptera,Ceratopogonidae,Ceratopogoninae,Culicoides?,Ceratopogonid.B,alive,unknown,0
1082,48,Diptera,Ceratopogonidae,Ceratopogoninae,Culicoides?,Ceratopogonid.C,alive,unknown,0
1083,48,Diptera,Ceratopogonidae,NA,NA,Pupa.A,alive,3.5,4
1084,48,Diptera,Ceratopogonidae,NA,NA,Pupa.B,alive,3.5,0
1085,48,Diptera,Ceratopogonidae,NA,NA,Pupa.C,alive,3.5,0
1086,48,Diptera,Ceratopogonidae,NA,NA,Pupa.D,alive,3.5,0
1087,48,Diptera,Ceratopogonidae,NA,NA,Pupa.A,alive,2.5,0
1088,48,Diptera,Ceratopogonidae,NA,NA,Pupa.B,alive,2.5,1
1089,48,Diptera,Ceratopogonidae,NA,NA,Pupa.C,alive,2.5,0
1090,48,Diptera,Ceratopogonidae,NA,NA,Pupa.D,alive,2.5,0
1091,48,Diptera,Ceratopogonidae,NA,NA,Pupa.A,alive,4,2
1092,48,Diptera,Ceratopogonidae,NA,NA,Pupa.B,alive,4,3
1093,48,Diptera,Ceratopogonidae,NA,NA,Pupa.C,alive,4,0
1094,48,Diptera,Ceratopogonidae,NA,NA,Pupa.D,alive,4,0
1095,48,Diptera,Ceratopogonidae,NA,NA,Pupa.A,alive,4,1
1096,48,Diptera,Ceratopogonidae,NA,NA,Pupa.B,alive,4,0
1097,48,Diptera,Ceratopogonidae,NA,NA,Pupa.C,alive,4,0
1098,48,Diptera,Ceratopogonidae,NA,NA,Pupa.D,alive,4,0
1099,48,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,16,1
1100,48,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,14,1
1101,48,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,14,1
1102,14,Diptera,Ceratopogonidae,Ceratopogoninae,Culicoides?,Ceratopogonid.A,alive,unknown,14
1103,14,Diptera,Ceratopogonidae,Ceratopogoninae,Culicoides?,Ceratopogonid.B,alive,unknown,0
1104,14,Diptera,Ceratopogonidae,Ceratopogoninae,Culicoides?,Ceratopogonid.C,alive,unknown,0
1105,14,Diptera,Psychodidae,NA,NA,Psychodid.A,alive,medium,8
1106,14,Diptera,Psychodidae,NA,NA,Psychodid.B,alive,medium,0
1107,14,Diptera,Psychodidae,NA,NA,Psychodid.C,alive,medium,0
1108,14,Diptera,Psychodidae,NA,NA,Psychodid.D,alive,medium,0
1109,14,Diptera,Psychodidae,NA,NA,Psychodid.A,alive,medium,5
1110,14,Diptera,Psychodidae,NA,NA,Psychodid.B,alive,medium,0
1111,14,Diptera,Psychodidae,NA,NA,Psychodid.C,alive,medium,0
1112,14,Diptera,Psychodidae,NA,NA,Psychodid.D,alive,medium,0
1113,14,Diptera,Psychodidae,NA,NA,Psychodid.A,alive,small,1
1114,14,Diptera,Psychodidae,NA,NA,Psychodid.B,alive,small,0
1115,14,Diptera,Psychodidae,NA,NA,Psychodid.C,alive,small,0
1116,14,Diptera,Psychodidae,NA,NA,Psychodid.D,alive,small,0
1117,14,Diptera,Syrphida,NA,Eristalis,Syrphid.A,dead,7,1
1118,14,Diptera,Syrphida,NA,Eristalis,Syrphid.A,dead,3,1
1119,58,Diptera,Ceratopogonidae,Ceratopogoninae,Culicoides?,Ceratopogonid.A,alive,unknown,40
1120,58,Diptera,Ceratopogonidae,Ceratopogoninae,Culicoides?,Ceratopogonid.B,alive,unknown,0
1121,58,Diptera,Ceratopogonidae,Ceratopogoninae,Culicoides?,Ceratopogonid.C,alive,unknown,0
1122,58,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,10,1
1123,58,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,11,1
1124,58,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,9,1
1125,58,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,11,1
1126,59,Diptera,Ceratopogonidae,Ceratopogoninae,Culicoides?,Ceratopogonid.A,alive,unknown,8
1127,59,Diptera,Ceratopogonidae,Ceratopogoninae,Culicoides?,Ceratopogonid.B,alive,unknown,0
1128,59,Diptera,Ceratopogonidae,Ceratopogoninae,Culicoides?,Ceratopogonid.C,alive,unknown,0
1129,67,Diptera,Ceratopogonidae,Ceratopogoninae,Culicoides?,Ceratopogonid.A,alive,unknown,15
1130,67,Diptera,Ceratopogonidae,Ceratopogoninae,Culicoides?,Ceratopogonid.B,alive,unknown,0
1131,67,Diptera,Ceratopogonidae,Ceratopogoninae,Culicoides?,Ceratopogonid.C,alive,unknown,0
1132,67,Diptera,Ceratopogonidae,NA,NA,Pupa.A,alive,3,7
1133,67,Diptera,Ceratopogonidae,NA,NA,Pupa.B,alive,3,0
1134,67,Diptera,Ceratopogonidae,NA,NA,Pupa.C,alive,3,0
1135,67,Diptera,Ceratopogonidae,NA,NA,Pupa.D,alive,3,0
1136,67,Diptera,Psychodidae,NA,NA,Psychodid.A,alive,small,2
1137,67,Diptera,Psychodidae,NA,NA,Psychodid.B,alive,small,0
1138,67,Diptera,Psychodidae,NA,NA,Psychodid.C,alive,small,0
1139,67,Diptera,Psychodidae,NA,NA,Psychodid.D,alive,small,0
1140,67,Diptera,Psychodidae,NA,NA,Psychodid.A,alive,medium,7
1141,67,Diptera,Psychodidae,NA,NA,Psychodid.B,alive,medium,0
1142,67,Diptera,Psychodidae,NA,NA,Psychodid.C,alive,medium,0
1143,67,Diptera,Psychodidae,NA,NA,Psychodid.D,alive,medium,0
1144,67,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,2,1
1145,67,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,7,1
1146,67,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,3,1
1147,67,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,6,1
1148,67,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,6,1
1149,67,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,6,1
1150,67,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,3,1
1151,67,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,2,1
1152,67,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,3,1
1153,67,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,3,1
1154,67,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,2,1
1155,67,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,3,1
1156,67,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,3,1
1157,67,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,3,1
1158,67,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,4,1
1159,67,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,4,1
1160,67,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,4,1
1161,67,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,5,1
1162,67,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,3,1
1163,67,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,4,1
1164,67,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,4,1
1165,67,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,3,1
1166,67,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,4,1
1167,67,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,7,1
1168,67,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,3,1
1169,67,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,2,1
1170,67,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,3,1
1171,67,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,5,1
1172,67,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,3,1
1173,67,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,3,1
1174,67,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,6,1
1175,67,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,5,1
1176,67,Diptera,Syrphida,NA,NA,Syrphid.A,dead,10,1
1177,70,Diptera,Ceratopogonidae,Ceratopogoninae,Culicoides?,Ceratopogonid.A,alive,unknown,145
1178,70,Diptera,Ceratopogonidae,Ceratopogoninae,Culicoides?,Ceratopogonid.B,alive,unknown,0
1179,70,Diptera,Ceratopogonidae,Ceratopogoninae,Culicoides?,Ceratopogonid.C,alive,unknown,0
1180,70,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,5,1
1181,70,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,9,1
1182,70,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,3,1
1183,70,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,4,1
1184,70,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,5,1
1185,70,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,6,1
1186,70,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,5,1
1187,70,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,7,1
1188,70,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,7,1
1189,70,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,5,1
1190,70,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,7,1
1191,70,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,2,1
1192,70,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,6,1
1193,70,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,6,1
1194,70,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,5,1
1195,70,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,8,1
1196,70,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,8,1
1197,70,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,4,1
1198,70,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,6,1
1199,70,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,6,1
1200,70,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,3,1
1201,70,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,3,1
1202,70,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,2,1
1203,70,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,3,1
1204,70,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,3,1
1205,70,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,3,1
1206,70,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,3,1
1207,70,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,3,1
1208,72,Diptera,Ceratopogonidae,Ceratopogoninae,Culicoides?,Ceratopogonid.A,alive,unknown,21
1209,72,Diptera,Ceratopogonidae,Ceratopogoninae,Culicoides?,Ceratopogonid.B,alive,unknown,0
1210,72,Diptera,Ceratopogonidae,Ceratopogoninae,Culicoides?,Ceratopogonid.C,alive,unknown,0
1211,72,Diptera,Ceratopogonidae,NA,NA,Pupa.A,alive,6,0
1212,72,Diptera,Ceratopogonidae,NA,NA,Pupa.B,alive,6,0
1213,72,Diptera,Ceratopogonidae,NA,NA,Pupa.C,alive,6,5
1214,72,Diptera,Ceratopogonidae,NA,NA,Pupa.D,alive,6,0
1215,72,Diptera,Ceratopogonidae,NA,NA,Pupa.A,alive,3,0
1216,72,Diptera,Ceratopogonidae,NA,NA,Pupa.B,alive,3,1
1217,72,Diptera,Ceratopogonidae,NA,NA,Pupa.C,alive,3,0
1218,72,Diptera,Ceratopogonidae,NA,NA,Pupa.D,alive,3,0
1219,72,Diptera,Psychodidae,NA,NA,Psychodid.A,alive,small,21
1220,72,Diptera,Psychodidae,NA,NA,Psychodid.B,alive,small,0
1221,72,Diptera,Psychodidae,NA,NA,Psychodid.C,alive,small,0
1222,72,Diptera,Psychodidae,NA,NA,Psychodid.D,alive,small,0
1223,72,Diptera,Psychodidae,NA,NA,Psychodid.A,alive,medium,18
1224,72,Diptera,Psychodidae,NA,NA,Psychodid.B,alive,medium,0
1225,72,Diptera,Psychodidae,NA,NA,Psychodid.C,alive,medium,0
1226,72,Diptera,Psychodidae,NA,NA,Psychodid.D,alive,medium,0
1227,72,Diptera,Psychodidae,NA,NA,Psychodid.A,alive,large,22
1228,72,Diptera,Psychodidae,NA,NA,Psychodid.B,alive,large,0
1229,72,Diptera,Psychodidae,NA,NA,Psychodid.C,alive,large,0
1230,72,Diptera,Psychodidae,NA,NA,Psychodid.D,alive,large,0
1231,72,Diptera,Psychodidae,NA,NA,Psychodid.A,alive,small,40
1232,72,Diptera,Psychodidae,NA,NA,Psychodid.B,alive,small,0
1233,72,Diptera,Psychodidae,NA,NA,Psychodid.C,alive,small,0
1234,72,Diptera,Psychodidae,NA,NA,Psychodid.D,alive,small,0
1235,72,Diptera,Psychodidae,NA,NA,Psychodid.A,alive,medium,32
1236,72,Diptera,Psychodidae,NA,NA,Psychodid.B,alive,medium,0
1237,72,Diptera,Psychodidae,NA,NA,Psychodid.C,alive,medium,0
1238,72,Diptera,Psychodidae,NA,NA,Psychodid.D,alive,medium,0
1239,72,Diptera,Psychodidae,NA,NA,Psychodid.A,alive,large,23
1240,72,Diptera,Psychodidae,NA,NA,Psychodid.B,alive,large,0
1241,72,Diptera,Psychodidae,NA,NA,Psychodid.C,alive,large,0
1242,72,Diptera,Psychodidae,NA,NA,Psychodid.D,alive,large,0
1243,72,Diptera,Psychodidae,NA,NA,Psychodid.A,alive,Small,1
1244,72,Diptera,Psychodidae,NA,NA,Psychodid.B,alive,Small,0
1245,72,Diptera,Psychodidae,NA,NA,Psychodid.C,alive,Small,0
1246,72,Diptera,Psychodidae,NA,NA,Psychodid.D,alive,Small,0
1247,72,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,9,1
1248,72,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,11,1
1249,72,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,6,1
1250,72,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,2,1
1251,72,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,8,1
1252,72,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,8,1
1253,72,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,2,1
1254,72,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,3,1
1255,72,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,11,1
1256,72,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,11,1
1257,72,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,12,1
1258,73,Diptera,Ceratopogonidae,Ceratopogoninae,Culicoides?,Ceratopogonid.A,alive,unknown,75
1259,73,Diptera,Ceratopogonidae,Ceratopogoninae,Culicoides?,Ceratopogonid.B,alive,unknown,0
1260,73,Diptera,Ceratopogonidae,Ceratopogoninae,Culicoides?,Ceratopogonid.C,alive,unknown,0
1261,73,Diptera,Ceratopogonidae,NA,NA,Pupa.A,alive,3,2
1262,73,Diptera,Ceratopogonidae,NA,NA,Pupa.B,alive,3,0
1263,73,Diptera,Ceratopogonidae,NA,NA,Pupa.C,alive,3,0
1264,73,Diptera,Ceratopogonidae,NA,NA,Pupa.D,alive,3,0
1265,73,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,10,1
1266,73,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,10,1
1267,73,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,11,1
1268,73,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,10,1
1269,73,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,10,1
1270,73,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,11,1
1271,73,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,10,1
1272,73,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,10,1
1273,73,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,10,1
1274,73,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,10,1
1275,73,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,11,1
1276,73,Diptera,Syrphida,NA,Eristalis,Syrphid.A,alive,9,1
1277,73,Diptera,Syrphida,NA,Eristalis,Syrphid.A,dead,6,1
1278,3,Diptera,Unknown,Unknown,Unknown,Diptera.A,unknown,unknown,5
1279,15,Diptera,Cecidomyiidae,Cecidomyiidae,Cecidomyiid,Cecidomyiid.A,unknown,unknown,1
1280,25,Diptera,Unknown,Unknown,Unknown,Diptera.B,unknown,unknown,1
1281,32,Diptera,Dolichopodidae,Dolichopodidae,Dolichopodid,Dolichopodid.A,unknown,unknown,5
1282,42,Diptera,Empididae,Empididae,Empidid,Empidid.A,unknown,unknown,1
1283,3,Diptera,Unknown,Unknown,Unknown,Diptera.A,unknown,unknown,5
1284,15,Diptera,Cecidomyiidae,Cecidomyiidae,Cecidomyiid,Cecidomyiid.A,unknown,unknown,1
1285,25,Diptera,Unknown,Unknown,Unknown,Diptera.B,unknown,unknown,1
1286,32,Diptera,Dolichopodidae,Dolichopodidae,Dolichopodid,Dolichopodid.A,unknown,unknown,5
1287,42,Diptera,Empididae,Empididae,Empidid,Empidid.A,unknown,unknown,1
