Station Number,Station Name,Province,Status,Latitude,Longitude,Year From,Year To,Gross Drainage Area (km2),Effective Drainage Area (km2),Regulation,Data Type,Operation Schedule,Sediment,RHBN,Real-Time,Datum Name,Publishing Office,Operating Agency,Contributed
08NM224,OYAMA LAKE AT THE OUTLET,BC,Discontinued,50.11556,-119.27861,1961,1986,,,R,Level,Seasonal,N,N,N,ASSUMED DATUM,VANCOUVER,B.C. MINISTRY OF ENVIRONMENT,Y
08NM225,BELGO CREEK NEAR THE MOUTH,BC,Discontinued,49.87028,-119.14917,1976,1982,190,,R,Flow,Continuous,N,N,N,ASSUMED DATUM,VANCOUVER,,N
08NM226,KLO CREEK AT MCCULLOCH ROAD,BC,Discontinued,49.81833,-119.36361,1976,1982,,,R,Flow,Continuous,N,N,N,ASSUMED DATUM,VANCOUVER,,N
08NM227,GARNET LAKE NEAR SUMMERLAND,BC,Discontinued,49.68639,-119.77472,1973,1981,,,R,Level,Seasonal,N,N,N,ASSUMED DATUM,VANCOUVER,B.C. MINISTRY OF ENVIRONMENT,Y
08NM228,ENEAS CREEK NEAR SUMMERLAND,BC,Discontinued,49.67722,-119.76778,1974,1975,57.8,,R,Flow,Seasonal,N,N,N,ASSUMED DATUM,VANCOUVER,B.C. MINISTRY OF ENVIRONMENT,Y
08NM229,LOCH KATRINE CREEK AT OUTLET OF GRAYSTOKE LAKE,BC,Discontinued,49.98583,-118.87083,1977,1998,16.1,,R,Flow,Continuous,N,N,N,ASSUMED DATUM,VANCOUVER,,N
08NM230,GRAYSTOKE LAKE AT THE OUTLET,BC,Discontinued,49.98556,-118.87083,1977,1998,,,R,Level,Seasonal,N,N,N,ASSUMED DATUM,VANCOUVER,,N
08NM231,IDEAL LAKE NEAR THE OUTLET,BC,Discontinued,50.01083,-119.09611,1963,1980,,,R,Level,Seasonal,N,N,N,ASSUMED DATUM,VANCOUVER,BLACK MOUNTAIN IRRIGATION DISTRICT,Y
08NM232,BELGO CREEK BELOW HILDA CREEK,BC,Active,50.00041,-119.07283,1978,2022,70.7,,R,Flow and Level,Continuous,N,N,Y,ASSUMED DATUM,VANCOUVER,,N
08NM233,MISSION CREEK ABOVE PEARSON CREEK,BC,Discontinued,49.88778,-119.0625,1977,1982,233,,R,Flow,Continuous,N,N,N,ASSUMED DATUM,VANCOUVER,,N
08NM234,MOORE LAKE RESERVOIR AT THE DAM,BC,Discontinued,50.025,-119.21667,1973,1986,,,R,Level,Seasonal,N,N,N,ASSUMED DATUM,VANCOUVER,B.C. MINISTRY OF ENVIRONMENT,Y
08NM235,RIBBLEWORTH CREEK NEAR OYAMA,BC,Discontinued,50.075,-119.37944,1975,1979,,,N,Flow,Continuous,N,N,N,ASSUMED DATUM,VANCOUVER,B.C. MINISTRY OF ENVIRONMENT,Y
08NM236,VERNON CREEK DIVERSION TO W.O.C.I.D.,BC,Discontinued,50.0175,-119.31917,1973,1978,,,R,Flow,Continuous,N,N,N,ASSUMED DATUM,VANCOUVER,B.C. MINISTRY OF ENVIRONMENT,Y
08NM237,TROUT CREEK BELOW THIRSK LAKE,BC,Discontinued,49.71333,-120.05333,1980,1986,,,R,Flow,Continuous,N,N,N,ASSUMED DATUM,VANCOUVER,B.C. MINISTRY OF ENVIRONMENT,Y
08NM238,THIRSK LAKE NEAR THE OUTLET,BC,Discontinued,49.73333,-120.09167,1983,1987,,,R,Level,Continuous,N,N,N,ASSUMED DATUM,VANCOUVER,B.C. MINISTRY OF ENVIRONMENT,Y
08NM239,MISSION CREEK BELOW B.M.I.D. INTAKE,BC,Discontinued,49.85,-119.28333,1980,1980,,,R,Flow,Seasonal,N,N,N,ASSUMED DATUM,VANCOUVER,B.C. MINISTRY OF ENVIRONMENT,Y
08NM240,TWO FORTY CREEK NEAR PENTICTON,BC,Active,49.65089,-119.40003,1983,2022,4.94,,N,Flow and Level,Continuous,N,Y,Y,ASSUMED DATUM,VANCOUVER,,N
08NM241,TWO FORTY-ONE CREEK NEAR PENTICTON,BC,Active,49.65004,-119.39385,1983,2022,4.5,,N,Flow and Level,Continuous,N,N,Y,ASSUMED DATUM,VANCOUVER,,N
08NM242,DENNIS CREEK NEAR 1780 METRE CONTOUR,BC,Active,49.62417,-119.38143,1985,2022,3.73,,N,Flow and Level,Continuous,N,Y,Y,ASSUMED DATUM,VANCOUVER,,N
08NM243,VASEUX LAKE NEAR THE OUTLET,BC,Active,49.27319,-119.52551,1991,2022,,,N,Level,Continuous,N,N,Y,ASSUMED DATUM,VANCOUVER,,N
08NM246,VASEUX CREEK NEAR THE MOUTH,BC,Discontinued,49.24533,-119.52481,2006,2010,296,,N,Flow,Continuous,N,N,N,ASSUMED DATUM,VANCOUVER,,N
08NM247,OKANAGAN RIVER BELOW MCINTYRE DAM,BC,Active,49.25684,-119.52803,2012,2022,7150,,R,Flow and Level,Continuous,N,N,Y,ASSUMED DATUM,VANCOUVER,,N
08NM248,COLDSTREAM CREEK AT COLDSTREAM CREEK ROAD,BC,Active,50.21658,-119.22417,2021,2022,180,,,Flow and Level,Continuous,N,N,Y,ASSUMED DATUM,VANCOUVER,,N
08NMQ09,OSOYOOS LAKE NEAR INTERNATIONAL BOUNDARY - BUOY WQ,BC,Discontinued,49.06944,-119.50361,2019,2022,1,,,Flow and Level,Continuous,N,N,N,,VANCOUVER,,N
08NMQ58,OSOYOOS LAKE NEAR NORTH END - BUOY WQ,BC,Discontinued,49.06718,-119.50389,2019,2022,1,,,Flow and Level,Continuous,N,N,N,,VANCOUVER,,N
08NN001,BOUNDARY CREEK AT GREENWOOD,BC,Discontinued,49.07861,-118.68667,1913,1980,479,,R,Flow,Seasonal,N,N,N,ASSUMED DATUM,VANCOUVER,,N
08NN002,GRANBY RIVER AT GRAND FORKS,BC,Active,49.04327,-118.44043,1914,2022,2060,,N,Flow and Level,Continuous,N,N,Y,ASSUMED DATUM,VANCOUVER,,N
08NN003,WEST KETTLE RIVER AT WESTBRIDGE,BC,Active,49.16981,-118.97506,1917,2022,1890,,R,Flow and Level,Continuous,N,N,Y,ASSUMED DATUM,VANCOUVER,,N
08NN004,KETTLE RIVER AT KETTLE VALLEY,BC,Discontinued,49.05694,-118.94167,1917,1922,4560,,N,Flow,Continuous,N,N,N,ASSUMED DATUM,VANCOUVER,,N
08NN005,KETTLE RIVER AT CARSON,BC,Discontinued,49,-118.49583,1917,1922,6730,,N,Flow,Continuous,N,N,N,ASSUMED DATUM,VANCOUVER,,N
08NN006,KETTLE RIVER AT CASCADE,BC,Discontinued,49.02361,-118.20833,1916,1962,8960,,R,Flow and Level,Continuous,N,N,N,ASSUMED DATUM,VANCOUVER,,N
08NN007,ROCK CREEK NEAR ROCK CREEK,BC,Discontinued,49.05556,-118.99944,1921,1984,280,,R,Flow,Seasonal,N,N,N,ASSUMED DATUM,VANCOUVER,,N
08NN008,PASS CREEK NEAR GRAND FORKS,BC,Discontinued,49.19028,-118.46611,1921,1921,,,N,Flow,Seasonal,N,N,N,,VANCOUVER,,N
08NN009,DAN O'REA CREEK NEAR GRAND FORKS,BC,Discontinued,49.03,-118.37139,1921,1921,7.77,,N,Flow,Seasonal,N,N,N,,VANCOUVER,,N
08NN010,MYERS CREEK AT INTERNATIONAL BOUNDARY,BC,Discontinued,49.00028,-119.01722,1923,1977,207,,R,Flow,Seasonal,N,N,N,ASSUMED DATUM,VANCOUVER,,N
08NN011,BOUNDARY CREEK NEAR MIDWAY,BC,Discontinued,49.00222,-118.76167,1929,1977,593,,R,Flow,Seasonal,N,N,N,ASSUMED DATUM,VANCOUVER,,N
08NN014,CHRISTINA CREEK AT OUTLET OF CHRISTINA LAKE,BC,Discontinued,49.04194,-118.20694,1948,1990,492,,N,Level,Seasonal,N,N,N,ASSUMED DATUM,VANCOUVER,,N
08NN015,WEST KETTLE RIVER NEAR MCCULLOCH,BC,Active,49.70292,-119.09247,1964,2022,233,,N,Flow and Level,Continuous,N,Y,Y,ASSUMED DATUM,VANCOUVER,,N
08NN016,SUTHERLAND CREEK NEAR FIFE,BC,Discontinued,49.06556,-118.18889,1960,1973,88.1,,N,Flow,Seasonal,N,N,N,ASSUMED DATUM,VANCOUVER,,N
08NN017,CHRISTINA LAKE NEAR GRAND FORKS,BC,Discontinued,49.04444,-118.20833,1914,1915,,,N,Level,Continuous,N,N,N,ASSUMED DATUM,VANCOUVER,,N
08NN018,JULY CREEK NEAR GRAND FORKS,BC,Discontinued,49.01444,-118.54111,1965,1974,45.6,,R,Flow,Seasonal,N,N,N,ASSUMED DATUM,VANCOUVER,,N
08NN019,TRAPPING CREEK NEAR THE MOUTH,BC,Active,49.56537,-119.05196,1965,2022,145,,N,Flow and Level,Continuous,Y,N,Y,ASSUMED DATUM,VANCOUVER,,N
08NN020,TRAPPING CREEK AT 1220 M CONTOUR,BC,Discontinued,49.66667,-118.90972,1970,1981,22.8,,N,Flow,Continuous,N,N,N,ASSUMED DATUM,VANCOUVER,,N
08NN021,MOODY CREEK NEAR CHRISTINA,BC,Discontinued,49.05111,-118.27333,1971,1984,13.5,,N,Flow,Continuous,N,N,N,ASSUMED DATUM,VANCOUVER,,N
08NN022,WEST KETTLE RIVER BELOW CARMI CREEK,BC,Discontinued,49.48417,-119.10833,1975,1998,1170,,N,Flow,Continuous,N,N,N,ASSUMED DATUM,VANCOUVER,,N
08NN023,BURRELL CREEK ABOVE GLOUCESTER CREEK,BC,Active,49.58914,-118.31175,1974,2022,221,,N,Flow and Level,Continuous,N,N,Y,ASSUMED DATUM,VANCOUVER,,N
08NN024,KETTLE RIVER NEAR GRAND FORKS,BC,Discontinued,49.02167,-118.41083,1974,1992,8830,,N,Level,Seasonal,N,N,N,ASSUMED DATUM,VANCOUVER,B.C. MINISTRY OF ENVIRONMENT,Y
08NN025,WEST KETTLE RIVER AT BEAVERDELL,BC,Discontinued,49.43111,-119.09111,1974,1976,1190,,N,Level,Seasonal,N,N,N,ASSUMED DATUM,VANCOUVER,,N
08NN026,KETTLE RIVER NEAR WESTBRIDGE,BC,Active,49.23005,-118.92812,2007,2022,2140,,R,Flow and Level,Continuous,N,N,Y,ASSUMED DATUM,VANCOUVER,,N
08NN027,BEAVERDELL CREEK NEAR BEAVERDELL,BC,Discontinued,49.48556,-119.02806,1976,1984,,,R,Flow,Seasonal,N,N,N,ASSUMED DATUM,VANCOUVER,,N
08NN028,LOST HORSE CREEK NEAR CHRISTIAN VALLEY,BC,Active,49.36582,-118.84931,1998,2022,28.5,,N,Flow and Level,Continuous,N,N,Y,ASSUMED DATUM,VANCOUVER,,N
08NP001,FLATHEAD RIVER AT FLATHEAD,BC,Active,49.00122,-114.47564,1952,2022,1110,,N,Flow,Continuous,Y,N,Y,ASSUMED DATUM,VANCOUVER,WATER SURVEY OF CANADA (DOE) (CANADA),N
08NP002,COULDREY CREEK IN LOT 9380,BC,Discontinued,49.0325,-114.58333,1974,1992,118,,N,Flow,Continuous,N,N,N,ASSUMED DATUM,VANCOUVER,,N
08NP003,HOWELL CREEK ABOVE CABIN CREEK,BC,Active,49.09472,-114.53583,1977,2022,145,,N,Flow and Level,Continuous,N,N,Y,ASSUMED DATUM,VANCOUVER,,N
08NP004,CABIN CREEK NEAR THE MOUTH,BC,Discontinued,49.0944,-114.55387,1977,2019,92.8,,N,Flow and Level,Continuous,N,N,N,ASSUMED DATUM,VANCOUVER,,N
08NP005,COULDREY CREEK NEAR THE MOUTH,BC,Discontinued,49.04028,-114.53472,1992,1995,,,N,Flow,Continuous,N,N,N,ASSUMED DATUM,VANCOUVER,,N
08OA001,AIN RIVER NEAR PORT CLEMENTS,BC,Discontinued,53.74444,-132.425,1962,1964,308,,N,Flow,Miscellaneous,N,N,N,ASSUMED DATUM,VANCOUVER,,N
08OA002,YAKOUN RIVER NEAR PORT CLEMENTS,BC,Active,53.61389,-132.20972,1962,2022,480,,N,Flow and Level,Continuous,N,Y,Y,ASSUMED DATUM,VANCOUVER,,N
08OA003,PREMIER CREEK NEAR QUEEN CHARLOTTE,BC,Active,53.25861,-132.07505,1971,2022,,,N,Flow and Level,Seasonal,N,Y,Y,ASSUMED DATUM,VANCOUVER,,N
08OA004,HONNA RIVER NEAR THE MOUTH,BC,Active,53.25268,-132.13803,2019,2022,45.3,,N,Flow and Level,Continuous,N,Y,Y,ASSUMED DATUM,VANCOUVER,,N
08OA005,TARUNDL CREEK NEAR QUEEN CHARLOTTE,BC,Active,53.24399,-132.14786,1999,2022,10.6,,N,Flow and Level,Seasonal,N,Y,N,ASSUMED DATUM,VANCOUVER,,N
08OB001,DEENA RIVER NEAR QUEEN CHARLOTTE,BC,Discontinued,53.13333,-132.15278,1962,1964,56.7,,N,Flow,Miscellaneous,N,N,N,ASSUMED DATUM,VANCOUVER,,N
08OB002,PALLANT CREEK NEAR QUEEN CHARLOTTE,BC,Active,53.0573,-132.05136,1968,2022,76.7,,N,Flow and Level,Continuous,N,Y,Y,ASSUMED DATUM,VANCOUVER,,N
08OB003,MATHERS CREEK NEAR SANDSPIT,BC,Discontinued,53.01667,-131.77778,1963,1964,79.3,,N,Flow,Miscellaneous,N,N,N,ASSUMED DATUM,VANCOUVER,,N
08PA001,SKAGIT RIVER NEAR HOPE,BC,Discontinued,49.04722,-121.09583,1917,1955,907,,N,Flow,Continuous,N,N,N,ASSUMED DATUM,VANCOUVER,,N
08PA002,SUMALLO RIVER AT THE MOUTH,BC,Discontinued,49.22056,-121.0925,1914,1922,208,,N,Flow,Continuous,N,N,N,ASSUMED DATUM,VANCOUVER,,N
08PA003,SUMALLO RIVER NEAR HOPE,BC,Discontinued,49.2725,-121.22833,1916,1922,111,,N,Flow,Seasonal,N,N,N,ASSUMED DATUM,VANCOUVER,,N
08PA004,SKAGIT RIVER AT INTERNATIONAL BOUNDARY,BC,Active,49.00026,-121.06662,1964,2022,987,,R,Level,Seasonal,N,N,Y,ASSUMED DATUM,VANCOUVER,,N
08PA005,SKAGIT RIVER GAUGE NO. 2,BC,Discontinued,49.00278,-121.06944,1954,1955,,,R,Level,Continuous,N,N,N,ASSUMED DATUM,VANCOUVER,,N
08PA006,SKAGIT RIVER GAUGE NO. 3,BC,Discontinued,49.00556,-121.06528,1956,1958,,,R,Flow,Miscellaneous,N,N,N,ASSUMED DATUM,VANCOUVER,,N
08PA007,SKAGIT RIVER GAUGE NO. 4,BC,Discontinued,49.02222,-121.05972,1954,1955,,,N,Level,Continuous,N,N,N,ASSUMED DATUM,VANCOUVER,,N
08PA008,SKAGIT RIVER GAUGE NO. 5,BC,Discontinued,49.03472,-121.07778,1954,1955,,,N,Level,Continuous,N,N,N,ASSUMED DATUM,VANCOUVER,,N
08PA010,LIGHTNING LAKE NEAR MANNING PARK,BC,Discontinued,49.06222,-120.82611,1973,1979,,,R,Level,Seasonal,N,N,N,ASSUMED DATUM,VANCOUVER,B.C. MINISTRY OF ENVIRONMENT,Y
08PA011,SNASS CREEK AT HIGHWAY NO. 3,BC,Discontinued,49.22972,-121.05722,1984,1986,38.6,,N,Flow,Miscellaneous,N,N,N,ASSUMED DATUM,VANCOUVER,,N
08PA012,SKAGIT RIVER ABOVE KLESILKWA RIVER,BC,Active,49.11869,-121.16686,2019,2022,572,,N,Flow and Level,Continuous,N,N,Y,ASSUMED DATUM,VANCOUVER,,N
08ZZ999,BC DISTRICT TEST STATION,BC,Active,50.22972,-119.273,2015,2022,10,,,Flow and Level,Continuous,N,N,N,ASSUMED DATUM,VANCOUVER,"ENVIRONMENT CANADA (NHRI, AHSD, EP, CWS)",N
09AA001,ATLIN LAKE AT ATLIN,BC,Active,59.57253,-133.70547,1950,2022,,,N,Level,Continuous,N,N,Y,ASSUMED DATUM,VANCOUVER,,N
09AA003,LINDEMAN LAKE NEAR BENNETT,BC,Discontinued,59.83333,-135.01278,1950,1994,,,N,Level,Continuous,N,N,N,ASSUMED DATUM,VANCOUVER,,N
09AA004,BENNETT LAKE AT CARCROSS,YT,Active,60.16389,-134.7075,1949,2022,,,N,Level,Continuous,N,N,Y,ASSUMED DATUM,VANCOUVER,,N
09AA006,ATLIN RIVER NEAR ATLIN,BC,Active,59.59536,-133.81442,1950,2022,6860,,N,Flow and Level,Continuous,N,N,Y,ASSUMED DATUM,VANCOUVER,,N
09AA007,LUBBOCK RIVER NEAR ATLIN,YT,Discontinued,60.08111,-133.85833,1968,1993,1770,,N,Flow,Continuous,N,N,N,ASSUMED DATUM,VANCOUVER,,N
09AA008,PINE CREEK NEAR ATLIN,BC,Discontinued,59.56111,-133.66556,1955,1970,697,,N,Flow,Continuous,N,N,N,ASSUMED DATUM,VANCOUVER,,N
09AA009,WATSON RIVER NEAR CARCROSS,YT,Discontinued,60.21667,-134.73056,1962,1974,1150,,N,Flow,Miscellaneous,N,N,N,ASSUMED DATUM,VANCOUVER,,N
09AA010,LINDEMAN CREEK NEAR BENNETT,YT,Discontinued,59.83778,-135.01389,1957,1993,240,,N,Flow,Continuous,N,N,N,ASSUMED DATUM,VANCOUVER,,N
09AA011,TAGISH CREEK NEAR CARCROSS,YT,Discontinued,60.29222,-134.3,1955,1971,76.9,,N,Flow,Seasonal,N,N,N,ASSUMED DATUM,VANCOUVER,,N
09AA012,WHEATON RIVER NEAR CARCROSS,YT,Active,60.12778,-134.88361,1966,2022,864,,N,Flow and Level,Continuous,N,Y,Y,ASSUMED DATUM,VANCOUVER,,N
09AA013,TUTSHI RIVER AT OUTLET OF TUTSHI LAKE,BC,Active,59.94778,-134.3325,1963,2022,989,,N,Flow and Level,Continuous,N,N,Y,ASSUMED DATUM,VANCOUVER,,N
09AA014,FANTAIL RIVER AT OUTLET OF FANTAIL LAKE,YT,Discontinued,59.59444,-134.39056,1961,1994,717,,N,Flow,Continuous,N,N,N,ASSUMED DATUM,VANCOUVER,,N
09AA015,WANN RIVER NEAR ATLIN,YT,Discontinued,59.43194,-134.20556,1964,1993,269,,N,Flow,Continuous,N,N,N,ASSUMED DATUM,VANCOUVER,,N
09AA016,FANTAIL LAKE NEAR ATLIN,YT,Discontinued,59.59444,-134.39056,1956,1994,,,N,Level,Seasonal,N,N,N,ASSUMED DATUM,VANCOUVER,,N
09AA017,TAGISH LAKE AT 10 MILE ROAD,YT,Active,60.15944,-134.37556,1995,2022,,,R,Level,Continuous,N,N,Y,ASSUMED DATUM,VANCOUVER,,N
09AA018,MOON CREEK NEAR THE OUTLET OF MOON LAKE,BC,Discontinued,59.83461,-134.68567,2012,2017,,,N,Flow and Level,Continuous,N,N,N,ASSUMED DATUM,VANCOUVER,,N
09AB001,YUKON RIVER AT WHITEHORSE,YT,Active,60.7445,-135.06403,1929,2022,19600,,R,Flow and Level,Continuous,Y,N,Y,ASSUMED DATUM,VANCOUVER,,N
09AB002,YUKON RIVER ABOVE CONTROL DAM NEAR WHITEHORSE,YT,Discontinued,60.57694,-134.67833,1941,1957,,,R,Level,Continuous,N,N,N,ASSUMED DATUM,VANCOUVER,WHITE PASS AND YUKON ROUTE,Y
09AB003,YUKON RIVER BELOW CONTROL DAM NEAR WHITEHORSE,YT,Discontinued,60.57917,-134.6875,1941,1960,,,R,Level,Continuous,N,N,N,ASSUMED DATUM,VANCOUVER,WHITE PASS AND YUKON ROUTE,Y
09AB004,MARSH LAKE NEAR WHITEHORSE,YT,Active,60.53056,-134.36528,1950,2022,,,R,Level,Continuous,N,N,Y,ASSUMED DATUM,VANCOUVER,,N
09AB008,M'CLINTOCK RIVER NEAR WHITEHORSE,YT,Discontinued,60.6125,-134.4575,1956,1995,1700,,N,Flow,Continuous,Y,N,N,ASSUMED DATUM,VANCOUVER,,N
09AB009,YUKON RIVER ABOVE FRANK CREEK,YT,Discontinued,61.43444,-135.18833,1956,1994,30800,,N,Flow,Continuous,N,N,N,ASSUMED DATUM,VANCOUVER,,N
09AB010,LAKE LABERGE NEAR WHITEHORSE,YT,Active,61.09028,-135.19917,1980,2022,,,R,Level,Continuous,N,N,Y,ASSUMED DATUM,VANCOUVER,,N
09AB011,JUDAS CREEK AT KM 1402.7 ALASKA HIGHWAY,YT,Discontinued,60.39028,-134.09722,1979,1987,171,,N,Flow and Level,Miscellaneous,N,N,N,ASSUMED DATUM,VANCOUVER,,N
09AC001,TAKHINI RIVER NEAR WHITEHORSE,YT,Active,60.85111,-135.74111,1948,2022,7050,,N,Flow and Level,Continuous,Y,Y,Y,ASSUMED DATUM,VANCOUVER,,N
09AC004,TAKHINI RIVER AT OUTLET OF KUSAWA LAKE,YT,Discontinued,60.61278,-136.12389,1952,1986,4070,,N,Flow,Continuous,N,N,N,ASSUMED DATUM,VANCOUVER,,N
09AC005,KUSAWA LAKE NEAR WHITEHORSE,YT,Discontinued,60.58778,-136.14389,1966,1986,,,N,Level,Continuous,N,N,N,ASSUMED DATUM,VANCOUVER,,N
09AC006,MENDENHALL RIVER AT KM 1557.9 ALASKA HIGHWAY,YT,Discontinued,60.78611,-136.28889,1976,1987,774,,N,Flow and Level,Miscellaneous,N,N,N,ASSUMED DATUM,VANCOUVER,,N
09AC007,IBEX RIVER NEAR WHITEHORSE,YT,Active,60.72575,-135.48625,1989,2022,648,,N,Flow and Level,Continuous,N,N,Y,ASSUMED DATUM,VANCOUVER,,N
09AD001,NISUTLIN RIVER ABOVE WOLF RIVER,YT,Discontinued,60.34306,-132.54472,1979,1994,8030,,N,Flow,Continuous,N,N,N,ASSUMED DATUM,VANCOUVER,,N
09AD002,SIDNEY CREEK AT KILOMETRE 46 SOUTH CANOL ROAD,YT,Active,60.78872,-133.06539,1982,2022,372,,N,Flow and Level,Continuous,N,N,N,ASSUMED DATUM,VANCOUVER,,N
09AE001,TESLIN RIVER NEAR TESLIN,YT,Discontinued,60.48444,-133.30194,1948,1994,30300,,N,Flow,Continuous,N,N,N,ASSUMED DATUM,VANCOUVER,,N
09AE002,TESLIN LAKE AT TESLIN,YT,Active,60.15833,-132.7075,1944,2022,,,N,Level,Continuous,N,N,Y,ASSUMED DATUM,VANCOUVER,,N
09AE003,SWIFT RIVER NEAR SWIFT RIVER,BC,Active,59.93083,-131.76861,1959,2022,3390,,N,Flow and Level,Continuous,N,Y,Y,ASSUMED DATUM,VANCOUVER,,N
09AE004,GLADYS RIVER AT OUTLET OF GLADYS LAKE,YT,Discontinued,59.90556,-132.91389,1961,1994,1910,,N,Flow,Continuous,N,N,N,ASSUMED DATUM,VANCOUVER,,N
09AE005,PARTRIDGE CREEK AT KM 1184.9 ALASKA HIGHWAY,BC,Discontinued,59.97083,-131.225,1979,1987,59.7,,N,Flow,Miscellaneous,N,N,N,ASSUMED DATUM,VANCOUVER,,N
09AE006,MORELY RIVER AT KM 1251 ALASKA HIGHWAY,YT,Active,60.00694,-132.14444,1995,2022,1580,,N,Flow and Level,Continuous,N,N,Y,ASSUMED DATUM,VANCOUVER,,N
09AF001,TESLIN RIVER NEAR WHITEHORSE,YT,Discontinued,61.48917,-134.77639,1956,1973,36500,,N,Flow,Continuous,N,N,N,ASSUMED DATUM,VANCOUVER,,N
09AG001,BIG SALMON RIVER NEAR CARMACKS,YT,Active,61.87261,-134.8363,1964,2022,6760,,N,Flow and Level,Continuous,N,N,N,ASSUMED DATUM,VANCOUVER,,N
09AG002,QUIET LAKE AT KILOMETRE 98 SOUTH CANOL ROAD,YT,Active,61.14306,-133.08056,2016,2022,,,N,Flow and Level,Continuous,N,N,Y,ASSUMED DATUM,VANCOUVER,,N
09AG003,SOUTH BIG SALMON RIVER BELOW LIVINGSTONE CREEK,YT,Discontinued,61.38611,-134.37083,1982,1998,515,,N,Flow,Continuous,N,N,N,ASSUMED DATUM,VANCOUVER,,N
09AH001,YUKON RIVER AT CARMACKS,YT,Active,62.09444,-136.27222,1951,2022,81800,,N,Flow and Level,Continuous,N,N,Y,ASSUMED DATUM,VANCOUVER,,N
09AH003,BIG CREEK NEAR THE MOUTH,YT,Active,62.56783,-137.00967,1974,2022,1800,,N,Flow and Level,Continuous,Y,N,Y,ASSUMED DATUM,VANCOUVER,,N
09AH004,NORDENSKIOLD RIVER BELOW ROWLINSON CREEK,YT,Active,62.05117,-136.28028,1982,2022,6410,,N,Flow and Level,Continuous,N,Y,Y,ASSUMED DATUM,VANCOUVER,,N
09AH005,DRURY CREEK AT KM 469 ROBERT CAMPBELL HIGHWAY,YT,Active,62.20017,-134.38792,1995,2022,552,,N,Flow and Level,Continuous,N,N,N,ASSUMED DATUM,VANCOUVER,,N
09BA001,ROSS RIVER AT ROSS RIVER,YT,Active,61.98878,-132.40717,1962,2022,7310,,N,Flow and Level,Continuous,N,N,Y,ASSUMED DATUM,VANCOUVER,,N
09BA002,PELLY RIVER BELOW FORTIN CREEK,YT,Discontinued,62.03056,-130.60278,1986,2016,5020,,N,Flow and Level,Continuous,N,N,N,ASSUMED DATUM,VANCOUVER,,N
09BA004,180 MILE CREEK AT KM 295.8 CANOL HIGHWAY,YT,Discontinued,62.30278,-131.68889,1975,1987,97.9,,N,Flow and Level,Miscellaneous,N,N,N,ASSUMED DATUM,VANCOUVER,,N
09BB001,SOUTH MACMILLAN RIVER AT KILOMETRE 407 CANOL ROAD,YT,Active,62.925,-130.54167,1974,2022,997,,N,Flow and Level,Continuous,N,Y,N,ASSUMED DATUM,VANCOUVER,,N
09BB002,MACMILLAN RIVER NEAR THE MOUTH,YT,Discontinued,62.89333,-135.51,1984,1998,13800,,N,Flow,Continuous,N,N,N,ASSUMED DATUM,VANCOUVER,,N
09BB003,BOULDER CREEK AT KM 387.0 CANOL HIGHWAY,YT,Discontinued,62.86389,-130.83194,1983,1987,84.1,,N,Flow,Miscellaneous,N,N,N,ASSUMED DATUM,VANCOUVER,,N
09BC001,PELLY RIVER AT PELLY CROSSING,YT,Active,62.82972,-136.58056,1953,2022,48900,,N,Flow and Level,Continuous,Y,Y,Y,ASSUMED DATUM,VANCOUVER,,N
09BC002,PELLY RIVER AT ROSS RIVER,YT,Active,61.98664,-132.44758,1954,2022,18400,,N,Flow and Level,Seasonal,N,N,Y,ASSUMED DATUM,VANCOUVER,,N
09BC003,ROSE CREEK BELOW FARO CREEK,YT,Discontinued,62.34167,-133.40833,1968,1969,208,,R,Flow,Continuous,N,N,N,ASSUMED DATUM,VANCOUVER,,N
09BC004,PELLY RIVER BELOW VANGORDA CREEK,YT,Active,62.22075,-133.37781,1973,2022,21900,,N,Flow and Level,Continuous,N,N,Y,ASSUMED DATUM,VANCOUVER,,N
09BC005,TAY RIVER NEAR THE MOUTH,YT,Discontinued,62.57806,-134.23833,1990,1995,,,N,Flow,Continuous,N,N,N,ASSUMED DATUM,VANCOUVER,,N
09CA001,KLUANE LAKE NEAR BURWASH LANDING,YT,Active,61.0545,-138.50586,1956,2022,,,N,Level,Continuous,N,N,Y,ASSUMED DATUM,VANCOUVER,,N
09CA002,KLUANE RIVER AT OUTLET OF KLUANE LAKE,YT,Active,61.42694,-139.04889,1952,2022,4950,,N,Flow and Level,Continuous,N,N,Y,ASSUMED DATUM,VANCOUVER,,N
09CA003,DONJEK RIVER BELOW KLUANE RIVER,YT,Discontinued,62.08222,-139.85972,1984,1994,12400,,N,Flow,Seasonal,N,N,N,ASSUMED DATUM,VANCOUVER,,N
09CA004,DUKE RIVER NEAR THE MOUTH,YT,Active,61.346,-139.16792,1981,2022,654,,N,Flow and Level,Continuous,N,N,Y,ASSUMED DATUM,VANCOUVER,,N
09CA005,CHRISTMAS CREEK AT KM 1687.8 ALASKA HIGHWAY,YT,Discontinued,61.00833,-138.23611,1979,1987,59.6,,N,Flow and Level,Miscellaneous,N,N,N,ASSUMED DATUM,VANCOUVER,,N
09CA006,NISLING RIVER BELOW ONION CREEK,YT,Active,62.20497,-139.04261,1995,2022,7910,,N,Flow and Level,Continuous,N,N,Y,ASSUMED DATUM,VANCOUVER,,N
